id,price,log_price,price_per_person,room_type,property_type,accommodates,bedrooms,beds,bathrooms,n_reviews,review_scores_rating,host_is_superhost,availability_365,minimum_nights,period,municipality,cod_istat,dist_ski,dist_lake,dist_park,dist_station,dist_bus,dist_center,dist_supermarket,dist_restaurant,dist_bar,dist_pharmacy,dist_castle,dist_museum,lat,long
51123328,75.0,4.31748811353631,18.75,Entire home/apt,Entire home,4,2.0,2.0,1.0,5,5.0,0.0,146,2,december,Pergine Valsugana,22139,4460.166185767759,728.3540835618033,1806.2288489186903,2276.5282841298194,434.5009164376655,3337.681510920586,1163.6216579885493,663.1475676466873,668.425137439885,2255.298315122258,2897.1646953902678,1654.5463245138585,46.03444,11.26234
51134158,114.0,4.736198448394496,38.0,Entire home/apt,Farm stay,3,1.0,2.0,1.0,58,4.67,1.0,41,1,december,Primiero San Martino di Castrozza,22245,228.01514698058233,23270.645017678064,5068.661228589857,29075.4965287448,124.84058721679808,8224.6669123259,2086.692353084753,14.013109554833104,2831.6009963372094,6248.900018210673,3669.8794855170986,6490.610278286076,46.1933479309082,11.906732559204102
51436943,95.0,4.553876891600541,23.75,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,36,4.81,1.0,364,1,december,Tenno,22191,13096.57504564938,1194.904956974247,1472.509923202799,4589.309308247682,325.1080688575274,1749.900976869372,297.1365371088522,689.2212805227265,2219.8658969761113,1128.120686266147,1231.2843928507634,209.95422058962285,45.92466107347278,10.821375268974435
51476583,95.0,4.553876891600541,23.75,Entire home/apt,Entire condo,4,1.0,1.0,1.0,61,4.89,1.0,262,3,december,Riva del Garda,22153,13578.197053811897,1437.9391362308852,501.9558715038979,1554.6359839934946,85.15203655883263,1943.0050099886848,378.03473770122434,70.77202150412813,249.9492946511458,237.6419342131947,1465.1662103448589,1446.84677952091,45.89776,10.84305
51476673,120.0,4.787491742782046,60.0,Entire home/apt,Entire condo,2,1.0,2.0,1.0,7,4.43,0.0,363,3,december,Stenico,22182,11173.771986704796,6440.6106551599805,0.0,17572.11267953805,386.4321737369462,6948.836484579263,575.2896596276199,425.4266174218959,101.89786356244787,644.3296155192505,2229.3791881482157,2238.1504284330776,46.04015,10.87715
51501318,159.0,5.0689042022202315,26.5,Entire home/apt,Entire condo,6,3.0,6.0,2.0,19,4.63,0.0,294,3,december,Commezzadura,22064,500.72506725358556,10427.346422509178,2839.854188901546,2555.279576447785,107.43474566730623,1005.7967058469839,109.29446226308245,313.4183212761794,498.35204102070503,2528.8950938604644,8107.744927304048,5469.815101048878,46.32222,10.841
51527692,60.0,4.0943445622221,20.0,Private room,Private room in home,3,1.0,2.0,0.0,28,5.0,1.0,37,1,december,Ala,22001,6383.86954505101,13979.330371738646,895.3307590388836,2269.6261281046563,696.7397533296702,4861.67469373862,2637.0530183799656,759.7751508088661,2339.3506954010136,4165.847219591145,2222.530417220227,4180.5317239051,45.791176,11.031235
51134838,120.0,4.787491742782046,30.0,Entire home/apt,Farm stay,4,2.0,3.0,1.0,22,4.5,1.0,47,1,december,Primiero San Martino di Castrozza,22245,218.04867556123753,23260.61189224419,5058.791252885036,29068.607766390774,115.20058019967139,8217.627896709715,2095.2259581017734,21.431388286859413,2841.6371652305347,6239.169307723667,3659.847715181725,6480.8817884006485,46.1933414,11.9066029
51168551,367.0,5.905361848054571,91.75,Entire home/apt,Entire condo,4,1.0,4.0,1.0,2,4.5,0.0,263,4,december,Pinzolo,22143,885.6338530523002,14949.280613168305,577.0270299771292,17690.378282598256,423.97228156224185,7705.870428100148,464.41791986836273,338.93692135300296,153.22055935755918,609.2003347343413,13820.969522936746,1482.9276582224336,46.1571,10.75891
51182400,91.0,4.51085950651685,22.75,Entire home/apt,Entire rental unit,4,1.0,3.0,1.0,1,5.0,1.0,362,1,december,San Giovanni di Fassa-Sèn Jan,22250,441.90212738466823,29755.7529227402,3451.856083937527,44735.53533630332,129.6657791573635,1613.8566181060712,837.153232984008,129.5711790089165,408.3364645989061,487.5214635245471,30173.47080472447,1513.1345720179715,46.434726,11.69
51188660,148.0,4.997212273764115,37.0,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,2,5.0,1.0,359,1,december,Ossana,22131,5304.172765405047,16611.303164720834,1210.2759662349804,4800.172455562346,269.61111757572905,3633.770411083758,755.7606977735285,202.44447684727757,238.39278920453776,1424.9603548593623,210.3669184832203,2806.1650170501157,46.30689462998596,10.73988649144948
51202347,257.0,5.54907608489522,128.5,Private room,Room in boutique hotel,2,1.0,1.0,1.0,3,4.67,1.0,115,1,december,Trento,22205,503.0390955629064,5891.766236663401,303.6813760065371,594.5838779952575,188.36587002464458,1012.0612381482238,253.8027689194085,29.480530093877697,28.746969571991507,101.95932127772356,69.06495110697314,86.00787606066443,46.06702,11.12099
51540169,154.0,5.0369526024136295,77.0,Entire home/apt,Entire loft,2,1.0,1.0,1.5,93,4.98,1.0,139,2,december,Trento,22205,621.2985741420438,5966.112344473664,223.68000974488908,483.13975269771487,180.57762138568464,1315.6529241725957,99.61241560680863,47.36487356879122,54.42582551986026,90.16519584549677,217.88866298366483,223.5762483134943,46.06909,11.12362
51545155,118.0,4.770684624465665,29.5,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,11,4.82,1.0,357,1,december,Moena,22118,2504.8948528063534,22836.623826557352,74.98907804757718,37734.509334543414,65.28620219784696,3978.3860716083805,268.94799365290777,137.654782860488,163.6886101514483,159.89357570995196,25872.748962535185,277.47095505801315,46.37583735612236,11.657213790271726
51545699,103.0,4.634728988229636,51.5,Entire home/apt,Entire guesthouse,2,1.0,1.0,1.0,14,4.93,1.0,359,2,december,Castello-Molina di Fiemme,22047,2529.650754108505,17893.525021569756,203.52642079816886,24854.160291503522,198.36611583073767,6219.392606381082,186.41131514217247,399.5057910282048,850.5055909570283,303.7783057015641,17516.889572272157,2319.3301432115945,46.28182,11.43227
51553608,144.0,4.969813299576001,18.0,Entire home/apt,Entire condo,8,3.0,7.0,2.0,8,4.63,0.0,232,2,december,Molveno,22120,383.93410360917017,294.61874072655866,6106.128376462272,10436.648987758259,87.49239540464339,1994.6684867301767,324.0713922554896,177.73583526252827,168.91357041239806,267.7554424204692,7946.456986639986,8089.5979606142855,46.14218,10.96141
51220740,223.0,5.407171771460119,22.3,Entire home/apt,Entire cabin,10,6.0,7.0,3.0,32,4.78,1.0,237,2,december,Canal San Bovo,22038,8082.56352197914,11123.00075360544,3913.0104781545874,19141.99605543505,116.25469593048133,5544.167292284562,188.21080378514338,1023.0378014625666,124.61528452788686,1684.8289618874494,6462.67630974994,1644.4616279747695,46.16372,11.75053
51248311,120.0,4.787491742782046,30.0,Entire home/apt,Entire condo,4,2.0,3.0,1.0,39,4.97,1.0,175,2,december,Sfruz,22173,1850.9461056793682,15571.362913548386,828.0833030135465,4794.436248061754,414.4714985031455,2134.3750285685164,1402.9671858319819,442.8529926287209,2452.613032111859,2954.4235018085365,3501.713102242614,2156.3797550094487,46.33905,11.12533
51264578,197.0,5.2832037287379885,49.25,Entire home/apt,Entire rental unit,4,2.0,2.0,1.0,77,4.78,1.0,75,1,december,Trento,22205,3714.566221332489,4426.5492545820525,122.72996177543966,2643.5234066845924,242.13317308636843,4540.927887855196,1585.8080740558223,1053.9240301484006,1542.081863857067,1590.1086486494432,1612.8143490928212,2896.141814211143,46.08647,11.15705
51264884,105.0,4.653960350157523,52.5,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,60,4.88,1.0,72,1,december,Trento,22205,3729.149101697098,4506.127534596064,58.317358812114676,2571.6850831713796,166.70539275535373,4535.217698870972,1572.8246085778412,1105.0791053608648,1401.762093166076,1576.0577499425376,1534.666831137952,2898.79711019553,46.085365,11.158154
51557219,75.0,4.31748811353631,75.0,Private room,Private room in rental unit,1,1.0,1.0,1.0,53,4.75,0.0,357,2,december,Riva del Garda,22153,12650.74226429428,245.1265173730993,337.0000396048236,304.70447700229437,241.16794236341332,1382.4254563364036,197.6113486118302,24.561518833392324,126.61048021208788,247.25961686632326,300.26844460617593,305.2836108678932,45.88684,10.83878
51570798,60.0,4.0943445622221,15.0,Entire home/apt,Entire condo,4,2.0,4.0,1.0,11,4.27,0.0,327,2,december,Pieve Tesino,22142,4789.85236999722,11259.087473174262,358.82046039723326,6195.861737848064,222.63935120926322,8806.550266605722,229.12407611906664,1184.9800618643947,1321.9303577693247,360.11707854037786,6245.419443026848,85.20635728451805,46.06976,11.60771
51582088,92.0,4.5217885770490405,30.666666666666668,Entire home/apt,Entire condo,3,1.0,2.0,1.0,64,4.88,1.0,248,3,december,Riva del Garda,22153,13573.275603437172,1398.1722166186973,585.9769233391307,1491.0842659938628,161.61047233349592,1857.9247642482637,444.72134332714654,155.80257253290114,230.3853296567589,308.6288473727826,1422.2891976412884,1401.0794336279228,45.89739,10.84209
51590476,233.0,5.4510384535657,58.25,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,12,4.83,1.0,63,3,december,Trento,22205,1245.1770003651752,5612.115752662157,312.9898845720111,609.8666849684148,134.1397146108547,2224.2447469744106,140.52209279529683,202.52577130092072,391.87615671568307,463.914872800574,780.6428875937522,853.411143606246,46.07896,11.1244
51265051,120.0,4.787491742782046,60.0,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,105,4.73,1.0,53,1,december,Trento,22205,3728.364969964651,4507.670714641465,58.17292934217418,2570.2123637345435,167.41773500232853,4534.236757666629,1571.8200507635001,1104.7588120808543,1400.1410589397601,1575.0435001521423,1533.1691613509613,2897.9063135257516,46.08535,11.158154
51271542,143.0,4.962844630259907,23.833333333333332,Entire home/apt,Farm stay,6,3.0,5.0,3.0,9,4.67,1.0,22,1,december,Primiero San Martino di Castrozza,22245,228.01514698058233,23270.645017678064,5068.661228589857,29075.4965287448,124.84058721679808,8224.6669123259,2086.692353084753,14.013109554833104,2831.6009963372094,6248.900018210673,3669.8794855170986,6490.610278286076,46.1933479309082,11.906732559204102
51271736,137.0,4.919980925828125,17.125,Entire home/apt,Farm stay,8,4.0,7.0,2.0,23,4.61,1.0,33,1,december,Primiero San Martino di Castrozza,22245,228.01514698058233,23270.645017678064,5068.661228589857,29075.4965287448,124.84058721679808,8224.6669123259,2086.692353084753,14.013109554833104,2831.6009963372094,6248.900018210673,3669.8794855170986,6490.610278286076,46.1933479309082,11.906732559204102
51274259,137.0,4.919980925828125,68.5,Private room,Private room in farm stay,2,1.0,1.0,1.0,13,4.92,1.0,29,1,december,Primiero San Martino di Castrozza,22245,228.01514698058233,23270.645017678064,5068.661228589857,29075.4965287448,124.84058721679808,8224.6669123259,2086.692353084753,14.013109554833104,2831.6009963372094,6248.900018210673,3669.8794855170986,6490.610278286076,46.1933479309082,11.906732559204102
51274364,127.0,4.844187086458591,63.5,Private room,Private room in farm stay,2,1.0,1.0,1.0,6,4.83,1.0,34,1,december,Primiero San Martino di Castrozza,22245,228.01514698058233,23270.645017678064,5068.661228589857,29075.4965287448,124.84058721679808,8224.6669123259,2086.692353084753,14.013109554833104,2831.6009963372094,6248.900018210673,3669.8794855170986,6490.610278286076,46.1933479309082,11.906732559204102
51283815,192.0,5.2574953720277815,48.0,Entire home/apt,Entire rental unit,4,2.0,4.0,1.0,73,4.95,1.0,324,2,december,Andalo,22005,614.8656588049869,4314.962698954432,1758.4341476915674,7121.280832482132,31.652511573638208,1369.880246771781,406.7043205553929,220.99570513302845,379.6951356628609,807.640177400625,4618.471592585802,6457.848981387435,46.16863,11.00883
51292458,126.0,4.836281906951478,21.0,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,5,4.8,0.0,318,1,december,Nago-Torbole,22124,10203.066231089611,742.5008810896721,390.9012774465501,3347.8755197508412,479.45850294847946,2682.986757858677,463.9403286471516,216.30795127262806,526.859190527437,520.5560350388142,560.4161916870657,3040.6862434636428,45.875042,10.87899
51295633,219.0,5.389071729816501,54.75,Entire home/apt,Entire serviced apartment,4,1.0,3.0,1.0,39,4.59,1.0,321,3,december,Canazei,22039,298.16299803797,35747.1427974464,651.2338454912704,51007.884523550034,35.16565904943749,2585.732895460854,623.0404557202482,321.3123373447417,434.077341543963,775.4222055826601,32014.126412580274,2622.3576123607304,46.472267150878906,11.777214050292969
51610346,92.0,4.5217885770490405,15.333333333333334,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,14,4.86,0.0,30,1,december,Riva del Garda,22153,12062.234323805716,1163.6305503761826,892.5382501946578,1837.854012080714,44.156308166805466,3070.615912856173,792.2036537721168,152.73728939578731,771.2744503730102,198.15783716253267,1473.1517877775361,1501.8327605763723,45.88829,10.86082
51610476,281.0,5.638354669333745,40.142857142857146,Entire home/apt,Entire condo,7,2.0,4.0,1.0,52,4.63,1.0,268,1,december,Trento,22205,1165.4677755267405,6551.781564604076,108.68588405035635,1012.5626061711428,87.61580493074,1523.9905118052384,147.11641214767414,247.59741093332283,112.0313148701454,192.80568660905863,505.0485982494137,629.7390997832592,46.06553,11.12952
51630929,279.0,5.631211781821365,69.75,Entire home/apt,Entire condo,4,1.0,1.0,1.0,13,5.0,1.0,198,1,december,Arco,22006,13695.432249984751,5159.394816936281,626.0788766713744,6365.5494486531625,180.12717551512495,2108.7979699305774,676.5559369644479,645.9550225529377,657.8573526024602,760.8108816403286,2106.006297123178,5084.995591082437,45.9105,10.91074
51644201,127.0,4.844187086458591,25.4,Entire home/apt,Entire rental unit,5,2.0,3.0,2.0,9,4.67,1.0,364,1,december,Moena,22118,1864.2769548460885,23110.038920275605,657.890696110768,38088.6408357847,367.47240329592756,3307.5820795115046,508.87256692330624,416.1346298095329,499.635647732162,490.6117403173296,25519.07318532784,110.07132770012338,46.37698215697037,11.667238836770622
51644872,247.0,5.5093883366279774,61.75,Entire home/apt,Entire condo,4,2.0,2.0,2.0,8,4.5,1.0,141,4,december,Moena,22118,2177.198284755902,22820.60898338487,214.89414634500667,37757.027441102306,136.37313705844537,3649.5247274829144,194.02271378583043,125.88479780129393,119.17898640811855,114.60733321199449,25619.04118542107,390.7365388125958,46.37515,11.66139
51318901,106.0,4.663439094112067,35.333333333333336,Private room,Private room in home,3,1.0,2.0,1.0,127,4.9,1.0,345,1,december,Arco,22006,14851.563563706497,4942.6092668698275,180.07668067906326,5342.230847743222,229.32739367653033,1958.296272738388,206.1554375373903,61.281939450833676,62.00955622527435,289.60189510580824,271.5507350737017,4697.073077480459,45.91904,10.88528
51319084,84.0,4.430816798843313,42.0,Private room,Private room in home,2,1.0,1.0,1.0,129,4.91,1.0,323,1,december,Arco,22006,15073.620992026898,5078.735910777142,122.83771928034905,5384.112718651288,280.83836363052495,1987.9674410250232,47.04221674505746,77.54462365193518,192.14874953516622,450.8193859853648,287.57400603307434,4500.038747228114,45.92082,10.88327
52299683,256.0,5.545177444479562,42.666666666666664,Entire home/apt,Entire condo,6,2.0,3.0,1.0,6,4.83,0.0,68,6,december,Predazzo,22147,1352.7000780058813,18381.247269388656,2678.982453775179,32825.93129794444,139.12523352990442,3912.7198627304347,2887.1710366190787,2344.8574430335743,1357.3329028256987,3101.0508999697317,24853.88385232456,2997.897267393563,46.33895,11.60984
52312615,274.0,5.6131281063880705,39.142857142857146,Entire home/apt,Entire rental unit,7,3.0,4.0,2.0,34,4.79,1.0,343,1,december,San Giovanni di Fassa-Sèn Jan,22250,1344.2350910042899,26811.44846426832,1906.5291226570948,41632.59672134622,67.06779531945155,3581.1042068969928,1880.7898732730985,1375.4966128257254,1254.813576067746,1476.6176662373557,29023.691607759232,1948.0714421773328,46.41172402261748,11.66046061720874
52313814,134.0,4.897839799950911,33.5,Entire home/apt,Entire condo,4,2.0,4.0,2.0,16,4.81,1.0,155,2,december,Spiazzo,22179,7181.63348992544,13401.171857261179,1857.5644986465884,24055.14954929058,397.83399696722904,9118.549721960064,328.7903017023151,226.47740416720762,335.0956392874093,435.20424476141153,10165.365530188528,371.53846274636373,46.101059,10.741858
52317311,141.0,4.948759890378168,47.0,Entire home/apt,Entire rental unit,3,1.0,2.0,1.0,2,5.0,1.0,350,1,december,Canazei,22039,601.34279532139,36140.4459415382,388.840976533343,51361.77786302847,163.14398530604305,3636.9158936810063,573.6888697554523,229.91813593173976,421.33406312934676,309.8128805424768,32955.95172965543,1721.6293117671592,46.479178,11.7653498
52317400,237.0,5.4680601411351315,39.5,Entire home/apt,Entire rental unit,6,3.0,4.0,2.0,1,4.0,1.0,356,1,december,Canazei,22039,601.34279532139,36140.4459415382,388.840976533343,51361.77786302847,163.14398530604305,3636.9158936810063,573.6888697554523,229.91813593173976,421.33406312934676,309.8128805424768,32955.95172965543,1721.6293117671592,46.479178,11.7653498
52341564,93.0,4.532599493153256,31.0,Entire home/apt,Entire condo,3,1.0,3.0,2.0,62,4.85,1.0,183,3,december,Altavalle,22235,5966.205298099275,7194.363067685156,2680.9763401205023,10604.386672086152,74.01893580412573,1900.092489129677,4416.8046264991735,1224.022470599343,4086.7292132166267,4931.732629787362,2462.2951985685854,8877.229615546132,46.20631,11.26583
52360693,120.0,4.787491742782046,20.0,Entire home/apt,Entire condo,6,2.0,4.0,2.0,33,5.0,0.0,206,2,december,Pergine Valsugana,22139,7550.931044881156,2008.4517085863288,411.6936371858207,1578.1852309607855,396.98302304176883,1499.4341373471325,716.3271765130547,1264.1006585335138,789.4846395620389,1731.7801080538536,1834.300518354287,3264.109583107868,46.05221,11.21879
51658798,158.0,5.062595033026967,26.333333333333332,Entire home/apt,Entire rental unit,6,2.0,4.0,2.0,2,5.0,1.0,364,1,december,Moena,22118,1864.2769548460885,23110.038920275605,657.890696110768,38088.6408357847,367.47240329592756,3307.5820795115046,508.87256692330624,416.1346298095329,499.635647732162,490.6117403173296,25519.07318532784,110.07132770012338,46.37698215697037,11.667238836770622
51674718,80.0,4.382026634673881,40.0,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,1,5.0,0.0,13,1,december,Bieno,22015,6244.338806454431,10945.036148242049,1274.6955310656115,4331.881018349798,115.19491840077112,2189.7019396477244,104.07007456873187,1133.1291549658808,2153.444056746607,101.89809801914599,3153.6327120742026,3471.1123251628865,46.079575,11.552791
51684199,180.0,5.19295685089021,25.714285714285715,Entire home/apt,Entire rental unit,7,2.0,5.0,1.0,41,4.98,1.0,10,5,december,Malé,22110,6306.966443284608,11864.218979481895,2116.352726297911,2365.7722403098765,515.5710294221755,387.23514167799317,1872.945835080288,1399.953326136325,2082.513686558874,2113.358535179554,4349.069096172485,2116.8709406319404,46.36248,10.88916
52379051,425.0,6.052089168924417,106.25,Entire home/apt,Entire condo,4,2.0,2.0,1.0,1,5.0,0.0,0,1,december,Spormaggiore,22180,5038.141872199422,8434.472906688077,167.74369208783133,3515.1440388286956,287.21121760459624,3715.178247948519,2284.868374884418,61.66995328671129,1890.8510023394979,349.5310608366501,1745.9305275593563,105.8517233831964,46.22059,11.04906
52379211,671.0,6.508769136971682,111.83333333333333,Entire home/apt,Entire condo,6,0.0,4.0,1.0,1,5.0,0.0,270,1,december,Spormaggiore,22180,5091.9212627519255,8433.50631679969,216.75235911225954,3495.1594761411707,350.84363392120105,3773.009240510757,2263.6592186204934,58.93492926240021,1828.9319704871423,411.7674923467649,1749.5992085887137,167.55558988174624,46.22109,11.0495
51700702,75.0,4.31748811353631,37.5,Private room,Private room in bed and breakfast,2,1.0,1.0,1.0,7,4.86,0.0,19,1,december,Bieno,22015,6258.825018779396,10959.261823026358,1285.4214285328699,4316.468329265654,130.59548558653472,2203.893782404082,119.35864937553299,1117.770258865604,2144.887407887347,117.26953464502165,3138.383710311223,3455.8543693711918,46.07947540283203,11.552652359008787
51727975,60.0,4.0943445622221,30.0,Private room,Private room in condo,2,2.0,2.0,1.0,29,4.79,1.0,176,1,december,Mezzocorona,22116,782.1962324410135,10631.180079205375,662.538031205606,808.8807237144104,67.20479715890316,1528.3065561800336,536.8435892426495,259.1655291121484,1542.2374061300677,581.1165541629672,1359.6094654120036,2507.222716993457,46.21658,11.12887
51736204,140.0,4.941642422609304,35.0,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,3,4.67,1.0,360,1,december,Canazei,22039,1075.4742043234087,35000.370437564445,1315.7243230002343,50271.27659127545,291.42274205088205,2591.888329834588,667.7473993371692,481.7915936169325,114.89420053760752,1493.9015257479164,31204.35344601859,2894.159887689184,46.4648961909289,11.777657960779663
51736205,150.0,5.0106352940962555,30.0,Entire home/apt,Entire rental unit,5,1.0,3.0,1.0,1,1.0,1.0,363,1,december,Canazei,22039,1092.2476720812756,34993.08992169802,1335.3042902353536,50264.52627261228,287.8367330307199,2580.3116692135086,647.3862204318591,461.54373141921263,132.83375988171142,1512.4856046085144,31187.680761110834,2913.4986698465796,46.464770560611925,11.777851079828736
51781827,103.0,4.634728988229636,25.75,Entire home/apt,Entire condo,4,2.0,3.0,1.0,41,4.8,0.0,347,4,december,Riva del Garda,22153,13792.936048309908,2280.5191627750023,634.2126923436912,2530.9065973038455,380.80260462663546,3077.3020102911414,697.0873782912439,344.29628420176067,370.9066469230144,947.9064521500699,2236.3691659040915,2334.239132673247,45.90347,10.8552
51800479,180.0,5.19295685089021,25.714285714285715,Entire home/apt,Entire rental unit,7,3.0,4.0,2.0,6,4.33,0.0,254,2,december,Porte di Rendena,22244,3909.059081550483,8430.193050212925,706.9555944178031,22017.406990867683,314.0199978253446,3933.3447901872196,291.27858546645933,564.039089882386,2066.4896463874275,3382.4798527374187,10359.851591131883,5125.790883395562,46.06162,10.70829
51807946,150.0,5.0106352940962555,25.0,Entire home/apt,Entire rental unit,6,2.0,3.0,1.0,14,4.86,1.0,351,1,december,San Giovanni di Fassa-Sèn Jan,22250,106.64071910553004,29278.290382267627,3798.0643257908678,44292.735031012846,95.30798191239823,1027.7346363651207,270.38611378639933,162.01415801138654,86.8828017276964,295.30230352331256,29556.09710099757,1294.0757837118178,46.42974351348767,11.693547452034975
52430402,235.0,5.459585514144159,58.75,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,2,5.0,0.0,365,1,december,Moena,22118,2402.132047375977,23910.097076732032,550.9268113422253,38866.08496389432,338.86167614666044,3728.519315409138,956.0314074151997,412.9733918172727,997.8796217229045,1003.5726636559083,26191.140412607416,799.2169392369838,46.3843399,11.6672001
52434465,129.0,4.859812404361672,21.5,Entire home/apt,Entire rental unit,6,2.0,4.0,1.0,8,4.88,1.0,356,1,december,Canazei,22039,862.4062382569857,35299.175126544666,1179.913146806608,50570.63068282585,145.48772659374941,2415.1115660414453,811.8331703900619,610.1576487710461,213.67691582459122,1318.1404528302812,31439.23173756171,2920.5182777598798,46.46729990000001,11.7794258
52468375,100.0,4.605170185988092,25.0,Entire home/apt,Entire condo,4,2.0,3.0,1.0,29,5.0,1.0,169,2,december,Romeno,22155,5589.752137933713,19143.768502103685,2345.962337215814,6889.480557253921,110.85545895755344,1099.031666562617,151.10594364627428,89.19502144957467,74.3012007288613,5213.970188871093,2588.818700946945,3804.526373181709,46.39229,11.11889
52542012,162.0,5.087596335232384,40.5,Entire home/apt,Entire rental unit,4,2.0,4.0,1.0,8,4.13,0.0,201,1,december,Caldes,22033,12112.177495240074,13310.262488385873,3092.634588749374,147.27425475028414,119.77482817531633,1356.092898435199,2925.9655361454265,796.3201677607453,3021.7534050184013,4278.387364834584,2722.35688440729,5469.431587450846,46.38259811456419,10.97210705280304
52543810,100.0,4.605170185988092,20.0,Entire home/apt,Entire rental unit,5,2.0,3.0,1.0,18,3.72,0.0,234,1,december,Riva del Garda,22153,11542.314797988629,534.4588597433856,603.7125870460147,1638.1586961110197,260.6355622797614,3006.1488110112655,409.27843116894104,164.75880694978574,313.80173993071395,367.6395590330215,1273.4496842147546,1308.01463571677,45.882664,10.858882
51811363,200.0,5.298317366548036,50.0,Entire home/apt,Entire condo,4,2.0,4.0,1.0,16,4.88,0.0,265,3,december,Primiero San Martino di Castrozza,22245,5728.170604369174,17731.125319654588,381.62237983533015,23835.684337377046,169.15202829063955,7920.860475255938,812.5732088132215,805.7929463044554,329.0566710378703,708.4639422401173,704.0178506871006,844.2372417155875,46.17123,11.83655
51834949,84.0,4.430816798843313,42.0,Private room,Private room in farm stay,2,1.0,1.0,1.0,7,4.86,0.0,156,1,december,Castel Ivano,22240,9520.586930833393,14156.809059991912,46.52114372013233,932.3056961721117,236.3988606625832,1322.8874631709505,635.8711249964103,799.3230422845087,538.4706117155141,723.9631429926133,458.03724737614107,446.16620731319546,46.05731,11.52267
51851892,147.0,4.990432586778736,21.0,Entire home/apt,Entire rental unit,7,2.0,5.0,1.0,2,5.0,1.0,364,1,december,Andalo,22005,242.59709810268168,3971.467363886553,2312.0867749664712,6927.451322235189,221.0630045768699,1185.355281525102,454.56214430026716,458.522153425976,253.44315066643756,602.5547750913678,5062.765746461439,6943.003281219054,46.1635502,11.0092954
51852879,212.0,5.356586274672012,53.0,Entire home/apt,Entire rental unit,4,2.0,3.0,2.0,2,5.0,1.0,359,1,december,Pinzolo,22143,134.528388747618,10198.441486115922,672.2762342520897,10408.309562795093,40.263439065068255,2058.50527145568,1082.2807646179417,468.9646472411049,349.967914963631,1252.6890189953388,11651.072608823066,909.003908658917,46.220974,10.822247
51860174,139.0,4.9344739331306915,34.75,Entire home/apt,Entire rental unit,4,1.0,2.0,1.0,54,4.96,1.0,351,2,december,Riva del Garda,22153,12577.879968282143,163.85530224204027,375.64686598446326,227.5134381034797,266.39576112248045,1403.4678649715524,246.86233294766015,42.31402380035722,128.5318721629808,193.00221652879833,252.97267738368848,247.45446765150623,45.8861083984375,10.83882999420166
51863471,70.0,4.248495242049359,17.5,Entire home/apt,Entire condo,4,2.0,3.0,2.0,38,4.92,1.0,25,2,december,Caldonazzo,22034,4885.577178062193,999.1260272016065,45.806268916532325,349.19601110711267,186.98500604340475,1565.8947489430573,227.28288850084152,383.4263361202682,247.20962947304739,101.56736475516354,689.9325270257491,1738.9577867918852,45.99542,11.26153
51872527,500.0,6.214608098422191,83.33333333333333,Entire home/apt,Entire chalet,6,2.0,3.0,2.0,6,4.83,1.0,356,1,december,Cavareno,22051,233.69614917228694,25135.026818022816,4913.837548355171,13515.489105197365,1474.6628416475533,2746.842804813491,1432.7716177396212,405.92975394216694,1284.2728338382315,6609.708676035333,6339.269113593545,5157.2235668026315,46.40532756365784,11.20895792146871
52543818,119.0,4.77912349311153,29.75,Entire home/apt,Entire rental unit,4,2.0,3.0,1.0,9,3.89,0.0,176,1,december,Mazzin,22113,735.6997751705615,34307.92590591085,1403.309343271669,49409.5160049916,108.42415444478335,1724.3093864161585,1158.1369033418816,914.9477624075557,113.29137635356079,1300.9387040942843,32758.119604231604,1332.6637239055635,46.47024,11.72798
52560805,363.0,5.8944028342648505,72.6,Entire home/apt,Entire rental unit,5,2.0,4.0,2.0,4,5.0,0.0,190,1,december,Nago-Torbole,22124,10430.271746739367,587.0870753240596,672.5080458817255,2997.82724554259,257.17241808258626,2855.1830548667135,488.32321113791966,299.18467231439064,583.962399189969,631.2003523635672,907.487232401929,2689.6073543111534,45.87623977661133,10.874801635742188
52576700,220.0,5.393627546352362,36.666666666666664,Entire home/apt,Entire condo,6,2.0,0.0,1.0,3,5.0,0.0,289,6,december,Ziano di Fiemme,22226,4935.667652512499,12925.327325979859,435.6670976082504,26565.381600428926,195.36192334199046,2251.1415600091073,490.2895519291255,2764.125620441931,399.2959898904499,3771.5136305470623,23734.186470336783,3855.9661671162507,46.28719,11.56852
52592415,30.0,3.4011973816621555,7.5,Private room,Private room in condo,4,1.0,3.0,1.0,6,5.0,0.0,95,3,december,Ledro,22229,15830.450058152037,10495.41904332328,120.1866109972944,12945.592848041844,194.23872166978697,3895.9810460189774,169.3618007004836,1166.5395914106396,210.86663380640357,1393.3918598515666,5234.6593641458985,2518.5065226955007,45.88987,10.6694
