id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45115878,Casa Angelina,364362079,Alessio,,Trentino,46.3426,10.7033,Entire home/apt,213,2,5,2024-02-16,0.12,1,56,2,IT022136B4K5EB9O6S
45134282,Bilocale con piscina a Bolognano,44152944,Giancarlo,,Trentino,45.91634,10.90332,Entire home/apt,121,1,61,2024-12-21,1.16,3,273,20,IT022006B5QCAZWJ3D
45172336,Piramidi Room - Bed & Breakfast Segonzano,293869364,Grazyna,,Trentino,46.19139,11.25969,Private room,91,1,0,,,4,312,0,
45172622,Cascata Del Lupo Room Bed & Breakfast Segonzano,293869364,Grazyna,,Trentino,46.19227,11.25955,Private room,91,1,0,,,4,324,0,IT022172B4JJJ7CXQK
45173224,Avisio Room - Bed & Breakfast Segonzano,293869364,Grazyna,,Trentino,46.19103,11.25833,Private room,91,1,0,,,4,320,0,
45188195,Jupiter’s Hill,128695525,Sara,,Trentino,45.88919,10.86182,Entire home/apt,150,2,20,2023-06-30,0.38,2,350,0,IT022153B43LSKBXAU
45250045,"Attico la Rocca, *THE DREAM*",460850284,Guest Trentino,,Trentino,45.88411,10.8421,Entire home/apt,323,3,44,2024-10-21,0.85,62,271,10,IT022153C2KH33WN39
45261531,CASA DIAF - Appartamento incantevole a Carano,56871685,Fabrizio,,Trentino,46.29196,11.43808,Entire home/apt,206,3,12,2024-09-15,0.40,1,71,6,IT022254C2KMA9M694
45266408,Queen Of The Lake - Apt con 2 camere da letto,140731377,1Dest,,Trentino,45.88468933105469,10.840561866760254,Entire home/apt,220,1,10,2024-09-27,0.19,61,255,5,IT022153B4DMY9MC4Y
45285571,Appartamento al Golf Hotel (Carezza),190766533,Arianna,,Trentino,46.40484,11.61015,Entire home/apt,100,6,0,,,1,0,0,
45288253,B&B Ca' Ulivi Green Room~stanza con colazione,366004720,Francesca,,Trentino,45.790999,11.030795,Private room,140,1,136,2024-12-01,2.59,5,10,47,IT022001C1BGX2H4V6
45301418,B&B Cà Ulivi Romantic Room~stanza con colazione,366004720,Francesca,,Trentino,45.79178,11.03006,Private room,110,1,141,2024-11-04,2.69,5,24,27,IT022001C1BGX2H4V6
45309054,B&B Cà Ulivi ~ Appartamento completo,366004720,Francesca,,Trentino,45.79043,11.03,Entire home/apt,221,1,86,2024-12-26,1.65,5,70,19,IT022001C1BGX2H4V6
45376828,Amalia - The mansard roof on Lake Ledro,57927094,Christian,,Trentino,45.87286,10.7678,Entire home/apt,90,3,80,2024-10-09,1.54,3,225,18,IT022229C267P6DLG2
45405167,"""Césa Aria de Val"" Moens",56177625,Cristina,,Trentino,46.37727,11.6637,Entire home/apt,200,1,39,2024-08-18,0.76,1,282,12,IT022118B4SMYJKS26
45408325,Bungalow Deluxe,159616191,Giuliana,,Trentino,45.9007,10.70405,Entire home/apt,115,1,79,2024-10-13,1.80,3,56,14,IT022229B4FGJLY7OC
45428997,Cozy house in collina,360440402,Jenny,,Trentino,46.15756,11.15352,Entire home/apt,179,1,44,2024-11-30,0.86,1,241,3,
45444473,M8tto-Arco,367605345,Antonella,,Trentino,45.91906,10.88743,Entire home/apt,70,2,156,2024-12-28,3.00,1,183,32,IT022006C2LFTXOMPA
45444670,Landhaus Silene,184586112,Holidu,,Trentino,46.41964,11.14234,Entire home/apt,232,1,15,2024-07-07,0.29,29,329,2,IT022170C2V7QODF2R
45454147,Jupiter’s Hill 2,128695525,Sara,,Trentino,45.88951,10.86367,Entire home/apt,140,3,6,2022-08-01,0.15,2,362,0,IT022153B4MTK7PFQK
45465658,"Apart Cillà: Dolomitesdiscovery, trekking, lakes",34053011,Rosanna,,Trentino,46.04232,10.84603,Entire home/apt,75,2,28,2024-12-06,0.54,1,174,6,IT022228C2OYTNXPV5
45474273,Agribaldo Appartamento Lavanda con giardino,43771786,Daniela,,Trentino,45.8264,10.94033,Entire home/apt,180,1,16,2024-08-01,0.32,3,201,5,IT022025B5HG5D7U9H
45478347,Dimora Storica Lessinia - Villa intera,367778777,Cristina,,Trentino,45.697464,10.97477,Entire home/apt,654,3,5,2022-08-24,0.11,1,0,0,IT022001B4LTQMNG7
45482076,Casa Maria doppia,358577284,Albergo Panorama,,Trentino,46.2857,11.54887,Private room,500,2,16,2024-08-21,0.55,3,9,4,IT022134A1D5Y6ZCLZ
45515062,Casa vacanza FIUME,359012881,Daniela,,Trentino,46.01904,10.94616,Entire home/apt,70,2,22,2024-09-22,0.44,2,307,7,IT022079C2YRMPG92G
45523746,Appartamento Chalet Arianna,196318320,Andalo Vacanze,,Trentino,46.14832,10.96858,Entire home/apt,,1,0,,,16,0,0,
45523747,Appartamento CASA NELLY,196318320,Andalo Vacanze,,Trentino,46.16408,11.00456,Entire home/apt,346,1,2,2024-08-07,0.05,16,144,1,IT022005C25KJ4QL29
45525129,Ambiente 90,268916548,Monica,,Trentino,46.01039123535156,11.3005952835083,Entire home/apt,290,2,2,2024-07-27,0.34,3,246,2,IT022104C27WYMP3RB
45527757,Cèsa Fraines - 198 Fraines 18,94805822,Gabriella,,Trentino,46.4594,11.78751,Entire home/apt,190,7,4,2024-06-29,0.09,74,18,1,IT022039C2JERU34RR
45527824,Cèsa Fraines - 199 Fraines 19,94805822,Gabriella,,Trentino,46.45863,11.78709,Entire home/apt,,7,4,2022-07-09,0.09,74,0,0,IT022039B45MR9AHET
45571878,Intero appartamento sulle piste da sci - Polsa,134338818,Francesco,,Trentino,45.78508,10.94278,Entire home/apt,210,6,8,2023-07-29,0.19,1,259,0,
45604387,Appartamento Garda Dolomiti  tra laghi e montagne,245071966,Gianluigi,,Trentino,46.04261,10.845,Entire home/apt,79,3,4,2024-12-02,0.12,1,331,3,IT022228C2CQ7USX75
45635511,Elegant suite in Trento shower/sauna Wi-Fi garage,170923819,Maurizia,,"Trento, Trentino",46.09269,11.131661,Entire home/apt,,3,1,2022-07-16,0.03,6,1,0,IT022205C2H8VCJM9E
45642905,Astro Alpino House,22747152,Fabio,,Trentino,46.25662,10.5892,Entire home/apt,120,4,1,2022-12-31,0.04,3,67,0,IT022213C2GKWZ95ZA
45684414,Chalet Torcel Affittacamere Ambiez,370136677,Alice,,Trentino,46.06722,10.91257,Private room,221,2,23,2024-09-13,1.21,3,339,10,IT022231B4G26Z9D8L
45692592,Chalet Giulia Maria,12342712,Cesare,,Trentino,46.32678,10.86968,Entire home/apt,250,5,25,2024-12-29,0.61,1,303,10,IT022233C2HF9ESLVI
45693189,Apartment 300 meters from the ski slopes,2627878,Luca,,Trentino,46.2566,10.5879,Entire home/apt,162,7,3,2024-11-27,0.24,1,260,2,IT022213C2SH632TQZ
45694203,Chalet Torcel Affittacamere Dorè,370136677,Alice,,Trentino,46.06724,10.9123,Private room,144,1,18,2024-07-29,0.45,3,349,7,IT022231B4G26Z9D8L
45695841,Chalet Torcel Affitacamere Ghez,370136677,Alice,,Trentino,46.06615,10.91406,Private room,231,2,7,2024-09-01,0.24,3,354,4,IT022231B4G26Z9D8L
45716313,Casale al Dazio  Nature Lodge - App. Edoardo,226466052,Roland,,Trentino,45.99104,11.31642,Entire home/apt,243,2,3,2023-12-29,0.12,4,326,0,IT022104C2GADYOHND
45717040,Casale al Dazio Nature Lodge - App. Riccardo,226466052,Roland,,Trentino,45.99054,11.31711,Entire home/apt,232,2,2,2024-08-08,0.04,4,329,1,IT022104C2X5IJIGTV
45717379,Casale al Dazio Nature Lodge - App. Diletta,226466052,Roland,,Trentino,45.99104,11.31642,Entire home/apt,203,2,3,2024-01-01,0.06,4,340,0,IT022104C200EB6PP2
45731147,Camere con bagno privato e posto auto. 1-6 ospiti.,366041573,Roberto,,Trentino,46.2916,11.51299,Private room,,1,87,2024-06-22,1.98,1,0,13,IT022196C2FYMRM9OC
45745117,"Villa Desy, villa singola con giardino privato",34495158,Stefania,,Trentino,45.91249,10.84531,Entire home/apt,110,5,8,2024-11-02,0.19,4,186,5,IT022153C2YL5J99CY
45747055,Casa di montagna con vista a Candriai,156406528,Davide,,"Trento, Trentino",46.06381,11.08195,Private room,49,3,31,2024-01-07,0.75,1,87,1,
45768105,Appartamento “Parco Ulivi”,10698087,Alberto,,Trentino,45.86992,10.87766,Entire home/apt,99,5,24,2024-09-07,0.58,1,356,5,IT022124C2CK6SF43T
45768809,Casa Camelia,116412188,Michela,,Trentino,45.92074,10.88695,Entire home/apt,55,2,50,2024-12-15,1.15,1,74,17,IT022006C29EGNGDBH
45775452,La casa!,215557489,Giulio,,Trentino,46.41291,11.65996,Entire home/apt,520,2,35,2024-11-03,0.85,1,56,19,IT022250C2O6TMGWTL
45777268,Casa Luna,101376254,Sergio,,Trentino,46.38156,11.66091,Entire home/apt,,1,7,2024-01-29,0.17,77,0,1,
45812655,Ampio ed incantevole chalet con 3 camere e 3 bagni,7945617,Gerry,,Trentino,46.199196,10.815188,Entire home/apt,381,2,36,2024-12-16,0.98,1,259,10,IT022143C2REKVICQP
45820201,"Appartamento a Gardolo, zona servita e comoda",371469898,Alessandra,,"Trento, Trentino",46.10783,11.10729,Entire home/apt,76,1,66,2024-12-19,1.29,5,26,29,IT022205C2HTK20TL7
45880103,Convento Art Apartment  (022205-AT-773484),371946101,Alice,,"Trento, Trentino",46.0185,11.10476,Entire home/apt,49,1,86,2024-12-15,1.88,1,159,19,IT022205C2QITMPTG5
45903766,Residence Sas de le Undesc,101376254,Sergio,,Trentino,46.39092,11.67065,Entire home/apt,133,1,4,2024-01-06,0.10,77,85,1,IT022176B4E5U3PIEX
45946232,Chalet Benvenuto - Ground Floor,73374934,Alessandro,,Trentino,46.30561,10.73729,Entire home/apt,157,4,5,2024-08-10,0.27,2,173,1,
45983652,Suite  con vasca idromassaggio privata,118241506,Emiliano E,,"Trento, Trentino",46.06474,11.12287,Private room,487,1,1,2024-03-28,0.11,19,362,1,IT022205B4EI949ZSR
45983675,Room with private bathroom in old town,118241506,Emiliano E,,"Trento, Trentino",46.07089,11.12089,Private room,,1,4,2024-12-08,0.10,19,284,1,IT022205B4D5JQ8L28
45984286,Easy&Modern - Apt 1 camera da letto al piano terra,140731377,1Dest,,Trentino,45.91572952270508,10.883110046386719,Entire home/apt,165,1,38,2024-12-02,0.86,61,260,8,
45988833,"Residenza ""Dreamy Moon""",372796546,Laura,,Trentino,46.2603,10.58505,Entire home/apt,343,5,11,2024-02-17,0.32,1,74,3,IT022213C2PTXJUIKY
46007706,B&B CESA MARLEN,372930833,Lis,,Trentino,46.46251,11.78471,Private room,153,5,0,,,1,101,0,IT022039C13BYW2K2G
46016866,Apt SPINALE 1  in centro a Madonna di Campiglio,110757716,Bmp,,Trentino,46.227097,10.828475,Entire home/apt,327,1,5,2024-12-02,0.12,4,221,3,IT022247B4W5OCZB4D
46095520,Casa Palmira - Happy.Rentals,174685474,Thomas,,Trentino,45.97029,10.94384,Entire home/apt,60,1,12,2024-09-06,0.27,132,192,3,IT022078C22ODZWU29
46153090,Ca' Albano 500m dal lago,373954986,Enrico,,Trentino,45.88385,10.75237,Entire home/apt,120,4,11,2023-09-16,0.26,2,24,0,IT022229C2TXUNZ9YV
46154223,Ca' Albano con giardino,373954986,Enrico,,Trentino,45.88388,10.75417,Entire home/apt,120,4,5,2024-06-15,0.12,2,24,1,IT022229C266HU2Y8J
46173014,Maso Rustico in Val di Rabbi,374064182,Mas,,Trentino,46.41118,10.80343,Entire home/apt,100,3,1,2023-06-04,0.05,1,310,0,IT022150C26POTG6C2
46174893,Villa Gemma Dependance,265257486,Alessandro,,"Trento, Trentino",46.07222,11.13035,Entire home/apt,,6,38,2024-09-21,1.03,1,4,12,IT022205C2HCQMRPKA
46188577,Studio Apartment up to 2 people - Molveno Lake,86645920,Residence Rio Piccolo,,Trentino,46.13916,10.96078,Entire home/apt,162,1,7,2024-09-18,0.20,6,38,1,IT022120A16FXC7U9V
46190296,Apartmenttwo rooms up to 4 people - Molveno Lake,86645920,Residence Rio Piccolo,,Trentino,46.13861,10.96191,Entire home/apt,260,1,1,2023-09-23,0.06,6,47,0,IT022120A16FXC7U9V
46235584,Two-room apartment up to 2 people  in Residence,98199094,Residence Stefenine,,Trentino,46.14104,10.96493,Entire home/apt,203,1,3,2024-07-22,0.19,4,17,1,IT022120B4VHT3JJXW
46235660,One Bedroom apartment up to 3 people - Residence,98199094,Residence Stefenine,,Trentino,46.14241,10.96351,Entire home/apt,251,1,11,2024-09-29,0.36,4,46,7,IT022120B4VHT3JJXW
46235719,Apartment two rooms up to 4 people,98199094,Residence Stefenine,,Trentino,46.14045,10.96443,Entire home/apt,281,1,1,2022-03-01,0.03,4,31,0,IT022120B4VHT3JJXW
46235767,Apartment two rooms up to 5 people - Residence,98199094,Residence Stefenine,,Trentino,46.14075,10.96464,Entire home/apt,295,1,5,2024-09-29,0.23,4,64,4,IT022120B4VHT3JJXW
46288889,"013 Bilocale centralissimo, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.15726,10.76406,Entire home/apt,125,1,1,2022-01-09,0.03,65,60,0,IT022143B4ZT9XGD6V
46288890,"020 Trilocale, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.15922,10.76114,Entire home/apt,155,1,1,2022-01-09,0.03,65,61,0,IT022143B44QI6MG5K
46288892,"025 Bilocale piano terra, Giustino",98045305,Gianmaria Marzoli,,Trentino,46.1535,10.76888,Entire home/apt,141,1,0,,,65,176,0,IT022093B4YFXS3KPW
46288895,"023 Bilocale, Giustino",98045305,Gianmaria Marzoli,,Trentino,46.15285,10.76717,Entire home/apt,113,1,0,,,65,168,0,IT022093B4NDW2QPYA
46289696,"034 Trilocale, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.16156,10.76393,Entire home/apt,170,1,2,2024-06-18,0.07,65,7,1,IT022143B4Y43HVU4T
46289697,"040 Bilocale, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.15534,10.76288,Entire home/apt,134,1,0,,,65,63,0,IT022143B45U57SLVA
46289698,"041 Trilocale con giardino, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.15743,10.76284,Entire home/apt,164,1,3,2022-12-11,0.07,65,61,0,IT022143B4QZEUJOUJ
46289704,"051 Trilocale piano terra, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.15951,10.76625,Entire home/apt,163,1,2,2022-08-13,0.06,65,51,0,IT022143B4QJR9THHN
46289711,"086 Trilocale, Giustino",98045305,Gianmaria Marzoli,,Trentino,46.14507,10.77019,Entire home/apt,,1,0,,,65,0,0,IT022093C27K9552ET
46289712,"087 Trilocale, Giustino",98045305,Gianmaria Marzoli,,Trentino,46.14344,10.77024,Entire home/apt,163,1,0,,,65,61,0,IT022093C2BFXDH9WR
46289714,"089 Cond. Gaiolin, 21",98045305,Gianmaria Marzoli,,Trentino,46.15326,10.76826,Entire home/apt,170,1,0,,,65,170,0,IT022093B4NCTHFFHX
46289716,"090 Cond. Gaiolin, 22",98045305,Gianmaria Marzoli,,Trentino,46.15327,10.76679,Entire home/apt,140,1,0,,,65,170,0,IT022093B4JDDLPRWD
46289717,"091 Cond. Gaiolin, 23",98045305,Gianmaria Marzoli,,Trentino,46.15442,10.76597,Entire home/apt,170,1,0,,,65,156,0,IT022093B4SFICIBFQ
46289718,"092 Cond. Gaiolin, 27",98045305,Gianmaria Marzoli,,Trentino,46.1548,10.76737,Entire home/apt,,1,0,,,65,170,0,IT022093B4NFSVPESN
46289720,"032 Luminosa mansarda, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.16024,10.7613,Entire home/apt,170,1,1,2022-01-03,0.03,65,166,0,IT022143B4OFCTXZUK
46289721,035 Trilocale Giustino,98045305,Gianmaria Marzoli,,Trentino,46.15467,10.76919,Entire home/apt,163,1,0,,,65,51,0,IT022093B47FB9ZZU9
46330070,Maura - Apartments Canazei,94805822,Gabriella,,Trentino,46.47299,11.77541,Entire home/apt,388,7,3,2022-12-05,0.07,74,18,0,IT022039C2V3HGMOC
46333216,Casa vacanza Rabbi,161094397,Franco,,Trentino,46.41037,10.82654,Entire home/apt,50,4,0,,,1,361,0,3381764094
46386925,Appartamento Villa Principessa Two Bedrooms,361793789,Alessandro,,Trentino,45.9187,10.88517,Entire home/apt,244,1,7,2024-12-22,0.51,2,295,6,IT022006C2H7LPMZW
46437392,[LAGO DI GARDA ★★★★★] Light-filled Apartment,367866050,Paolo,,Trentino,45.893192,10.84341,Entire home/apt,99,1,213,2024-12-15,5.00,1,291,57,IT022153C28GRDKONA
46445270,"LA VOLTA del GARDA - ROOM GARDA, appartamento Nago",375749234,Valerio,,Trentino,45.87639,10.89161,Entire home/apt,85,2,4,2024-05-19,0.10,2,28,1,IT022124C2IJ5NKGLB
46457914,"LA VOLTA DEL GARDA- ROOM BALDO, monolocale Nago",375749234,Valerio,,Trentino,45.87523,10.89173,Entire home/apt,79,7,10,2024-05-08,0.24,2,21,1,IT022124C2IJ5NKGLB
46488677,Lacasinapungitopo at 450 meters from the lifts,88311580,Filippo,,Trentino,46.30343,10.86752,Entire home/apt,180,3,3,2023-07-27,0.07,1,120,0,IT022233C2WTURS3OQ
46525797,Edo - Val Fassa - 022036-AT-2583661,94805822,Gabriella,,Trentino,46.47595,11.74116,Entire home/apt,,7,20,2024-11-01,0.65,74,0,4,IT022036C2KHEJTZ2Z
46526231,Settimana bianca a Canazei,376281914,Damiano,,Trentino,46.45636,11.8185,Entire home/apt,,7,0,,,1,365,0,
46545211,Filippo - Apartments Canazei,94805822,Gabriella,,Trentino,46.47308,11.77741,Entire home/apt,,7,0,,,74,18,0,IT022039C2JVFPD4RE
46578756,"Casa Miraï, una casa di montagna con carattere",14874188,Eva,,Trentino,46.303,11.45554,Entire home/apt,80,4,24,2024-08-17,0.57,1,105,4,
46595593,Happy Bolbeno House - Cin:IT022239C25GEL88EN,376596457,Stefania,,Trentino,46.03129,10.73524,Entire home/apt,151,2,29,2024-09-15,0.69,1,282,10,IT022239C25GEL88EN
46595770,ARCO MANSARD  4 BEDS,100520984,Amistadi Home Srl,,Trentino,45.92262,10.90354,Entire home/apt,89,2,36,2024-11-10,0.81,8,16,8,IT022006C28SE4V2ZO
46610199,Luminoso  mini appartamento  con vista montagna,79814208,Simona,,Trentino,46.30352,10.80796,Entire home/apt,164,4,41,2024-12-26,1.10,1,338,14,IT022114C2PIT4NTBT
46610444,Private Room balcony on green  close to city,596233,Fabrizio,,"Trento, Trentino",46.06831,11.13,Private room,26,1,17,2024-08-23,0.36,1,184,3,
46610465,Torbole Apartment 4 persons,100520984,Amistadi Home Srl,,Trentino,45.87512,10.86994,Entire home/apt,,2,14,2024-10-04,0.33,8,0,5,022066 AT059059
46613079,Appartamento Milano 25 Trento città con parcheggio,361911110,Paola,,"Trento, Trentino",46.06152,11.12777,Entire home/apt,239,2,25,2024-11-20,0.61,9,322,3,IT022205B4V85N9XLT
46632923,Condominio Col Rodella - 341 Zinelli,94805822,Gabriella,,Trentino,46.48056,11.76095,Entire home/apt,,7,2,2023-07-29,0.05,74,0,0,IT022039C2SXXLOD67
46633617,Enrico - Des Alpes 1,94805822,Gabriella,,Trentino,46.47599,11.7639,Entire home/apt,241,7,2,2023-06-18,0.06,74,32,0,IT022036B4LTNGXC4K
46633833,Casa Dino - Sass Pordoi,184595150,Holidu,,Trentino,46.47273924754677,11.777509674796391,Entire home/apt,296,1,2,2023-02-18,0.09,33,364,0,IT022039C2N35OGS9X
46637146,ARCO appartamento falesie di Baone,100520984,Amistadi Home Srl,,Trentino,45.921,10.87054,Entire home/apt,78,2,28,2024-10-07,0.67,8,21,8,IT022006B4OAVB2LHD
46650303,"071 Bilocale, Pinzolo",98045305,Gianmaria Marzoli,,Trentino,46.16041,10.75782,Entire home/apt,134,1,1,2024-01-29,0.09,65,177,1,IT022143B49KYQMBJB
46688198,Casa Tifra,125127581,Francesca,,Trentino,45.99477,10.69194,Entire home/apt,234,1,1,2024-01-06,0.08,3,176,1,It022246c2w5plek2l
46710798,Monolocale Madonna di Campiglio Condominio Nardis,377533784,Valentina,,Trentino,46.22265,10.82815,Entire home/apt,170,3,0,,,1,23,0,IT022247C2D4OZ8INF
46720495,"Centralissimo 5 posti letto, special price....",18122874,Pietro,,Trentino,46.22506,10.8234,Entire home/apt,,2,4,2023-12-14,0.08,1,0,0,
46721385,Casa Nonni: sunny apartment on Lake Molveno,27057008,Paolo,,Trentino,46.14244,10.9595,Entire home/apt,324,1,8,2023-12-31,0.22,2,65,0,CIPAT:022120-AT-067101
46722880,Majon d Aisciuda Marmolada,184595150,Holidu,,Trentino,46.41894404049907,11.675443304149866,Entire home/apt,165,1,2,2023-12-26,0.06,33,365,0,IT022250B4DG9UOMP4
46769155,"Baita ""El Vierer"": nel cuore del Lagorai",119467119,Alessandro,,Trentino,46.22629165649414,11.640636444091797,Entire home/apt,160,7,7,2024-07-27,0.24,1,148,2,IT022038C2E5XROD26
46783084,"Chalet Fradea
Family resort (camere con bagno)",153466522,Roland,,Trentino,46.07833,11.63804,Entire home/apt,629,2,12,2024-10-20,0.28,8,164,2,IT022048B4P9H7OCNN
46809558,CASA CAVALESE RESIDENCE,158975032,Ciro,,Trentino,46.28754,11.4525,Entire home/apt,100,6,0,,,2,250,0,IT022050C29OZ26Y4V
46811734,CASA CAVALESE (MANSARDA IN RESIDENCE),158975032,Ciro,,Trentino,46.28637,11.45419,Entire home/apt,100,6,0,,,2,250,0,IT022050C29OZ26Y4V
46818953,Locanda 53 B&B White Rabbit,378280843,Evelyn,,Trentino,45.91985,10.88377,Private room,110,2,10,2022-12-27,0.24,3,272,0,IT022006B4M3COZAKZ
46819373,Locanda 53 B&B The Wolf,378280843,Evelyn,,Trentino,45.91864,10.88361,Private room,100,2,20,2023-04-02,0.46,3,275,0,IT022006B4M3COZAKZ
46819488,Locanda 53 B&B Family Room,378280843,Evelyn,,Trentino,45.91844,10.88296,Private room,130,2,1,2022-07-10,0.03,3,262,0,
46844248,Appartamento ERMINIA (CIPAT 022042-AT-354401),262224551,Ansel,,Trentino,46.16746,10.7625,Entire home/apt,,7,7,2024-08-10,0.19,1,4,1,IT022042C2MUZJ6WEU
46887055,Cèsa MeSa - bilocale a Canazei 022039-AT-814520,67886540,Stefania,,Trentino,46.47733,11.76238,Entire home/apt,129,3,38,2024-11-10,0.87,3,195,4,IT022039C2ZN98JPPP
46893042,Appartamento nel Cuore della Val di Sole,45749766,Riccardo,,Trentino,46.3258,10.87262,Entire home/apt,140,2,53,2024-12-29,1.28,1,284,14,IT022233C2XSVSSQJ2
46955853,Quadrilocale Ville Golf 31 -CIPAT 022143-AT-064203,301471702,Agenzia Immobiliare Panizza,,Trentino,46.23868,10.83671,Entire home/apt,444,4,6,2023-03-25,0.15,11,37,0,IT022143B4POL2TJRM
46956263,YUGOGO PELLICO 8 - TRENTO CENTRO,265962206,Luca,,"Trento, Trentino",46.07184,11.12395,Entire home/apt,203,1,232,2024-12-01,5.05,3,229,76,IT022205B4HBTWBZY4
46980703,Villa Romantika,379816608,Mario,,Trentino,45.91904,10.88006,Entire home/apt,134,3,0,,,1,364,0,It022006c24u4k9k6c
47019713,Accogliente appartamento nelle vicinanze di Moena,380090414,Nicola,,Trentino,46.35022,11.62696,Entire home/apt,386,6,23,2024-08-24,0.55,1,229,5,IT022118B4BQMCEHBR
47023846,Ad Alba di Canazei una finestra sulla Marmolada,328650273,Valentino,,Trentino,46.4593,11.78735,Entire home/apt,111,7,33,2024-08-10,0.79,3,161,7,IT022039C2ZGOBJ7PY
47041589,Villa Verde 90mq mit 3 Schlafzimmern und Garten,380257996,Daniele,,Trentino,45.889225006103516,10.859530448913574,Entire home/apt,130,6,9,2024-08-10,0.30,3,200,3,IT022153C2WXQVUBZ4
47060669,Villa A Riva rent apartment in single-family house,108510716,Anna Maria,,Trentino,45.89047,10.85345,Entire home/apt,45,2,11,2024-08-06,0.26,3,219,4,IT022153C26VKAPNQH
47118713,Mansarda Cermis,16585518,Roberta,,Trentino,46.28968,11.45605,Entire home/apt,357,3,30,2024-07-21,0.81,2,22,7,IT022050B44G3AOPDV
47134883,"B&B ""Majon De Sabin""",380591342,Majon,,Trentino,46.42704,11.69708,Private room,135,1,39,2024-12-14,0.92,7,134,11,IT022250A1EDRILTBP
47170128,Appartamento Cima 12 - il Gufo Vacanze,35676899,Luca,,Trentino,46.05378,11.4597,Entire home/apt,355,1,10,2022-06-12,0.23,4,285,0,IT022022B4MHJ6MVAE
47191299,Wellness Lodge Diletta,184595150,Holidu,,Trentino,45.98961884254308,11.316630894512173,Entire home/apt,130,1,17,2024-11-24,0.40,33,362,10,IT022104C2OOEB6PP2
47191305,Wellness Lodge Riccardo,184595150,Holidu,,Trentino,45.98961884254308,11.316630894512173,Entire home/apt,155,1,39,2024-12-08,0.93,33,365,10,IT022104C2X5IJIGTV
47191406,Wellness Lodge Edoardo,184595150,Holidu,,Trentino,45.989380738879,11.316569203705,Entire home/apt,122,1,19,2024-11-24,0.43,33,362,8,IT022104C2GADYOHND
47192875,Chalet Bondal - Ledro Lake View w/Pool (TRILO),381174913,Sofia,,Trentino,45.86984,10.76234,Entire home/apt,108,7,22,2024-09-14,0.52,2,59,7,IT022229C24RBFQOQN
47216133,Dream House Quadrifoglio. Sulle piste di Folgarida,44329551,Raul Milco,,Trentino,46.30322,10.86429,Entire home/apt,,3,15,2024-08-07,0.36,1,337,4,IT022233C2HHJQFEPS
47232980,Appartamento con giardino,48080945,Arianna,,Trentino,45.91692,11.18532,Entire home/apt,93,4,4,2023-01-08,0.13,1,3,0,IT022087C2AN4H43KD
47234375,Vacanze Arcobaleno Giallo,184595150,Holidu,,Trentino,46.3152292,11.6006648,Entire home/apt,254,1,12,2024-12-24,0.35,33,364,3,IT022147B4RR4WA980
47265320,Attico piazza Duomo con splendido terrazzo,16120376,Stefano,,"Trento, Trentino",46.06776,11.12081,Private room,529,1,4,2023-07-04,0.11,9,343,0,IT022205B4JEAEMUQ6
47265871,Appartamento Arco Deluxe,381678549,Daniele,,Trentino,45.91818,10.88614,Entire home/apt,73,4,108,2024-11-10,2.38,1,266,19,IT022006C2XUG8C2NO
47299657,Chalet Bondal - Ledro Lake View w/Pool (QUADRILO),381174913,Sofia,,Trentino,45.87197,10.76261,Entire home/apt,108,7,20,2024-09-14,0.47,2,72,5,IT022229C2KKJRJBO9
47329637,Monolocale Sans Souci 22 - CIPAT 022143-AT-064217,301471702,Agenzia Immobiliare Panizza,,Trentino,46.22653,10.82538,Entire home/apt,382,4,0,,,11,53,0,IT022143C2IJPYE45U
47369381,Romantico Loft in storica azienda agricola,55078838,Michela,,Trentino,45.91182,11.04359,Entire home/apt,99,5,58,2024-12-29,1.40,3,319,21,IT022161C2W2O2KULG
47385310,"Entire Apartment, behind Duomo, Self check in",312261328,Klaudian,,"Trento, Trentino",46.06746,11.12142,Entire home/apt,192,1,26,2024-12-14,0.59,4,122,11,IT022205C2L6U6968M
47439130,Chalet in legno a due passi dalle piste di sci.,28089052,Mario,,Trentino,45.78531,10.94142,Entire home/apt,160,3,1,2022-06-13,0.03,1,78,0,app067
47445516,Maso Sole: La location perfetta da vivere in due!,383013608,Valeria,,Trentino,46.16568,10.99936,Entire home/apt,175,4,4,2024-01-03,0.10,1,83,1,
47449317,Chalet 5 Laghi / LuxApt / Town Centre / Ski 300mt,24651719,Riccardo,,Trentino,46.22506,10.82376,Entire home/apt,543,2,10,2024-12-15,0.29,2,48,3,IT022143C2IPRVXMJU
47481194,ALISEA HOME: LA VACANZA IDEALE A PINZOLO,383272930,Andrea,,Trentino,46.15625,10.76472,Entire home/apt,199,4,4,2023-02-16,0.12,1,79,0,IT022143C2KQ8INU77
